# Program:featureCounts v2.0.6; Command:"featureCounts" "-O" "-t" "gene" "-g" "gene_name" "-a" "gencode.v41.annotation.gtf" "-o" "counts.txt" "./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam" "-T" "20" "-p" 
Geneid	Chr	Start	End	Strand	Length	./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam
ENSG00000287138	chr6	19892397	19894214	+	1818	0	0	0	0	0	0
ENSG00000229700	chr6	20042455	20042940	-	486	3	4	0	0	0	0
MBOAT1	chr6	20099684	20212469	-	112786	313	140	292	150	174	34
ENSG00000227803	chr6	20212087	20317739	+	105653	11	6	10	9	11	6
ENSG00000287614	chr6	20265720	20307200	+	41481	1	2	4	4	2	6
ENSG00000286590	chr6	20321461	20333193	+	11733	25	20	6	29	10	1
ENSG00000287483	chr6	20329922	20334411	-	4490	29	14	6	25	10	2
ENSG00000289981	chr6	20400741	20401503	-	763	8	22	30	6	6	2
E2F3	chr6	20401879	20493714	+	91836	4963	2854	3099	2202	1986	478
RN7SL128P	chr6	20421583	20421887	-	305	4	1	6	0	0	0
E2F3-IT1	chr6	20437821	20440178	+	2358	8	0	6	0	0	0
RNU6-141P	chr6	20452369	20452473	-	105	1	0	0	0	0	0
CDKAL1	chr6	20534457	21232404	+	697948	1782	1275	722	938	1285	238
ENSG00000225832	chr6	20722328	20723655	-	1328	0	0	0	0	0	0
ENSG00000233848	chr6	20756103	20800694	-	44592	153	143	38	76	126	16
RNU6-150P	chr6	20993474	20993568	-	95	0	0	0	0	0	0
ENSG00000287404	chr6	21233168	21271132	-	37965	20	14	12	14	7	0
ENSG00000227089	chr6	21354411	21355296	-	886	0	0	0	0	0	0
ENSG00000286368	chr6	21369690	21383200	-	13511	2	2	0	0	0	0
LINC00581	chr6	21485896	21521414	-	35519	0	1	0	0	0	0
ENSG00000231754	chr6	21521671	21523845	-	2175	0	0	0	0	0	0
ENSG00000283480	chr6	21528739	21595593	-	66855	54	45	26	6	8	16
SOX4	chr6	21593751	21598619	+	4869	236	208	70	10	44	48
BOLA2P3	chr6	21602128	21602383	+	256	0	0	0	0	0	0
CASC15	chr6	21664184	22654455	+	990272	132	51	24	4	8	8
ENSG00000280443	chr6	21822536	21822737	+	202	0	0	0	0	0	0
RN7SKP240	chr6	22085544	22085918	+	375	0	0	0	0	0	0
NBAT1	chr6	22133205	22147193	-	13989	10	2	0	0	0	0
ENSG00000219404	chr6	22213306	22214237	-	932	0	0	0	0	0	0
PRL	chr6	22287244	22302826	-	15583	40	10	0	0	0	0
HDGFL1	chr6	22569566	22571666	+	2101	0	0	0	0	0	0
ENSG00000228772	chr6	22589137	22593833	-	4697	0	0	0	0	0	0
ENSG00000286954	chr6	22663507	22675493	+	11987	0	0	0	0	0	0
ENSG00000233358	chr6	22744395	23031780	-	287386	0	6	0	0	0	0
RPL6P18	chr6	23102680	23103546	+	867	0	0	0	0	0	0
RNU6-1060P	chr6	23124981	23125087	-	107	0	0	0	0	0	0
ENSG00000235743	chr6	23337711	23404132	+	66422	0	0	0	0	0	0
ENSG00000289368	chr6	23344699	23584313	-	239615	3	0	0	2	0	0
ENSG00000219453	chr6	23649496	23649774	+	279	0	0	0	0	0	0
ENSG00000278128	chr6	23854139	23857646	+	3508	0	0	0	0	0	0
SPTLC1P2	chr6	23856698	23856818	-	121	0	0	0	0	0	0
ENSG00000220748	chr6	23971879	23972941	+	1063	0	2	0	0	0	0
HNRNPA1P58	chr6	24001824	24002433	+	610	0	0	0	0	2	0
NRSN1	chr6	24126186	24154900	+	28715	0	0	0	0	0	0
ENSG00000251830	chr6	24166273	24166374	+	102	0	0	0	0	0	0
DCDC2	chr6	24171755	24358059	-	186305	11	4	3	3	7	2
KAAG1	chr6	24356903	24358285	+	1383	0	0	0	0	2	0
RNU6-391P	chr6	24365651	24365754	+	104	0	0	0	0	0	0
MRS2	chr6	24402908	24426194	+	23287	1751	1234	1306	1243	1237	198
GPLD1	chr6	24424565	24495205	-	70641	390	264	215	252	246	30
ALDH5A1	chr6	24494867	24537207	+	42341	2879	1637	1763	2334	1607	270
KIAA0319	chr6	24544104	24646191	-	102088	8	4	2	5	3	0
KRT8P43	chr6	24598012	24599790	+	1779	0	0	0	0	0	0
TDP2	chr6	24649979	24666930	-	16952	2722	1954	1456	1839	2088	574
ACOT13	chr6	24667035	24705065	+	38031	1685	1149	1070	1165	1318	206
ENSG00000272345	chr6	24700907	24701793	-	887	247	205	215	155	227	50
C6orf62	chr6	24704861	24719998	-	15138	13888	10305	7980	9842	8811	1845
ENSG00000272402	chr6	24706747	24707151	+	405	12	9	14	7	7	0
ENSG00000288851	chr6	24720322	24720639	+	318	653	922	554	541	475	144
LINC02828	chr6	24721658	24751960	+	30303	3	5	3	0	2	0
ENSG00000218806	chr6	24750671	24751625	-	955	0	0	0	0	0	0
GMNN	chr6	24774931	24786099	+	11169	342	250	146	294	524	66
ARMH2	chr6	24797335	24798917	-	1583	20	8	12	7	2	2
ENSG00000282804	chr6	24797373	24809798	-	12426	12822	4755	8476	6787	3811	959
RIPOR2	chr6	24804282	25042170	-	237889	38576	14168	25329	19087	11383	2866
ENSG00000288887	chr6	24936045	24950493	+	14449	79	8	36	27	20	4
MTCO2P33	chr6	24947880	24948344	+	465	4	0	0	0	0	0
PPIAP29	chr6	24976419	24976982	+	564	42	33	22	23	27	7
ENSG00000286633	chr6	25012985	25015696	+	2712	17	4	4	6	6	2
ASS1P1	chr6	25023247	25024483	-	1237	2	0	0	3	2	2
RN7SL334P	chr6	25031009	25031287	-	279	0	0	0	0	0	0
ENSG00000229313	chr6	25041839	25056664	+	14826	9	15	2	5	25	4
ENSG00000223623	chr6	25053627	25057073	-	3447	0	0	0	0	0	0
CMAHP	chr6	25061626	25452263	-	390638	3097	1938	2253	2934	2255	518
ENSG00000285801	chr6	25061796	25134971	+	73176	2865	1798	2155	2712	2149	483
ENSG00000219682	chr6	25140003	25141403	+	1401	0	10	10	22	2	0
ENSG00000262400	chr6	25152547	25152883	+	337	0	0	0	0	0	0
ENSG00000217805	chr6	25181359	25181745	+	387	2	0	0	0	0	0
ENSG00000219681	chr6	25218688	25219069	+	382	0	0	0	0	0	0
KATNBL1P5	chr6	25248263	25248779	+	517	0	0	0	0	0	0
ENSG00000216718	chr6	25261239	25261731	+	493	2	4	2	0	0	0
ENSG00000213972	chr6	25272200	25273751	-	1552	0	2	0	0	0	0
CARMIL1	chr6	25279078	25620530	+	341453	1008	428	462	518	353	70
RNU6-987P	chr6	25383599	25383702	+	104	0	0	0	0	0	0
ENSG00000286933	chr6	25632673	25640931	-	8259	0	0	0	0	0	0
SCGN	chr6	25652201	25701783	+	49583	0	0	1	0	0	0
PRELID1P2	chr6	25678769	25679164	-	396	0	0	0	0	0	0
H2AC1	chr6	25726063	25726562	-	500	0	0	0	0	0	0
H2BC1	chr6	25726777	25727345	+	569	0	0	0	0	0	0
H2BC2P	chr6	25731782	25732162	-	381	0	0	0	0	0	0
H2AC2P	chr6	25732497	25732827	+	331	0	0	0	0	0	0
SLC17A4	chr6	25754699	25781199	+	26501	0	0	0	0	0	0
SLC17A1	chr6	25782915	25832052	-	49138	0	0	0	0	0	0
SLC17A3	chr6	25833066	25882286	-	49221	4	0	5	0	0	0
H2AC3P	chr6	25882026	25882395	-	370	0	0	0	0	0	0
H2BP5	chr6	25885419	25885751	+	333	0	0	0	0	0	0
SLC17A2	chr6	25912754	25930691	-	17938	0	0	0	0	0	0
TRIM38	chr6	25962802	25991231	+	28430	3494	2372	2476	2258	2030	584
ENSG00000272558	chr6	25983812	25999167	-	15356	1612	1046	1327	1052	873	283
LINC02980	chr6	25992641	26001775	+	9135	134	78	70	62	66	18
ENSG00000272810	chr6	26013241	26013757	+	517	2	0	2	2	0	0
H3P26	chr6	26016379	26016601	+	223	0	0	0	0	0	0
H1-1	chr6	26017032	26017787	-	756	0	0	0	0	0	0
H3C1	chr6	26020451	26020958	+	508	2	0	0	2	0	0
H4C1	chr6	26021649	26022050	+	402	0	2	0	0	0	0
H4C2	chr6	26026896	26027283	-	388	0	2	0	0	0	0
H3C2	chr6	26031589	26032099	-	511	2	0	0	0	0	0
H2AC4	chr6	26033092	26033618	-	527	1	0	0	0	0	0
H2BC3	chr6	26043227	26043713	-	487	0	0	0	0	0	0
H2AC5P	chr6	26043989	26044357	+	369	0	0	0	0	0	0
H3C3	chr6	26045384	26045869	+	486	0	0	0	2	0	0
H1-2	chr6	26055740	26056470	-	731	98	70	62	108	42	6
HFE	chr6	26087281	26098343	+	11063	106	30	52	48	2	0
H4C3	chr6	26103933	26104337	+	405	4	1	4	0	0	0
H1-6	chr6	26107412	26108135	-	724	0	0	0	0	0	0
H2BC4	chr6	26114873	26123926	-	9054	8	12	4	9	0	0
H2AC6	chr6	26124145	26139116	+	14972	452	126	210	444	106	30
H1-4	chr6	26156329	26157115	+	787	2	2	0	0	2	0
ENSG00000289117	chr6	26157477	26157891	-	415	0	0	0	0	0	0
H2BC5	chr6	26158122	26171349	+	13228	119	44	82	98	24	2
ENSG00000283064	chr6	26160765	26172802	-	12038	89	29	62	57	24	3
LARP1P1	chr6	26164072	26164363	+	292	0	0	0	0	0	0
H2BC6	chr6	26172059	26184655	+	12597	69	37	22	30	22	2
H4C4	chr6	26188710	26189112	-	403	0	2	0	0	0	0
H1-12P	chr6	26195554	26196633	+	1080	2	2	0	2	0	0
ENSG00000282988	chr6	26195595	26199293	-	3699	10	4	2	5	6	0
H3C4	chr6	26196784	26197286	-	503	5	0	2	2	5	0
H2AC7	chr6	26198784	26199293	-	510	3	0	0	1	0	0
H2BC7	chr6	26199516	26199988	+	473	0	0	0	0	0	0
ENSG00000217275	chr6	26202156	26202654	+	499	0	0	0	0	0	0
H4C5	chr6	26204610	26205021	+	412	4	0	7	4	1	2
H2BC8	chr6	26216200	26216688	-	489	4	0	2	0	0	0
H2AC8	chr6	26216921	26217437	+	517	0	0	0	4	2	0
H3C5P	chr6	26219045	26219240	+	196	0	0	0	0	0	0
H3C6	chr6	26224199	26227473	+	3275	140	92	102	82	30	4
H2AC9P	chr6	26233122	26233255	+	134	0	0	0	0	0	0
H1-3	chr6	26234212	26234987	-	776	0	0	0	0	0	0
H4C6	chr6	26240393	26240793	+	401	0	0	0	0	0	0
H4C7	chr6	26246611	26246996	-	386	0	0	0	0	0	0
H3C7	chr6	26250142	26250635	-	494	1	0	0	0	0	0
H2BC9	chr6	26251614	26252075	+	462	4	0	6	6	6	0
H3C8	chr6	26270918	26271413	-	496	2	0	0	2	0	0
H2AC10P	chr6	26272021	26272701	-	681	0	0	0	0	0	0
H2BC10	chr6	26272931	26273412	+	482	0	0	0	0	0	0
H4C8	chr6	26277609	26285638	-	8030	152	48	66	70	40	4
ENSG00000289447	chr6	26285352	26286234	+	883	11	1	2	4	2	0
H3C9P	chr6	26321876	26322292	-	417	4	4	16	3	2	1
ENSG00000287050	chr6	26324705	26331900	-	7196	0	0	3	0	0	0
BTN3A2	chr6	26365159	26378320	+	13162	10972	4612	6578	4809	2335	687
BTN2A2	chr6	26383096	26394874	+	11779	565	404	224	348	284	80
BTN3A1	chr6	26402237	26415208	+	12972	8879	3184	4645	2792	915	415
BTN2A3P	chr6	26421391	26432383	+	10993	41	43	36	38	36	12
BTN3A3	chr6	26440472	26453415	+	12944	5874	2108	3345	2045	899	261
BTN2A1	chr6	26457904	26476621	+	18718	2355	1406	1263	1128	839	268
ENSG00000290055	chr6	26474337	26474441	+	105	21	8	8	5	4	0
BTN1A1P1	chr6	26477872	26478533	+	662	0	0	2	0	0	1
BTN1A1	chr6	26500303	26510425	+	10123	6	6	4	6	0	2
RNU6-502P	chr6	26519351	26519458	-	108	0	0	1	0	0	0
HCG11	chr6	26521709	26527404	+	5696	469	388	454	377	342	82
HMGN4	chr6	26538366	26546933	+	8568	4944	4004	2986	3673	4508	895
ENSG00000284607	chr6	26569324	26574698	+	5375	2	2	2	2	0	2
ABT1	chr6	26596953	26600739	+	3787	2102	2394	998	1602	1816	404
ENSG00000275846	chr6	26602733	26606661	+	3929	6	0	4	2	0	0
ENSG00000271071	chr6	26611903	26613109	-	1207	1	0	0	0	0	0
ZNF322	chr6	26634383	26659752	-	25370	440	228	176	264	230	58
ENSG00000285571	chr6	26677003	26683211	+	6209	6	4	0	0	2	0
ENSG00000261584	chr6	26686241	26687964	+	1724	0	0	0	0	0	0
GUSBP2	chr6	26871484	26956554	-	85071	167	36	68	57	58	8
POM121L6P	chr6	26896952	26898777	+	1826	1	0	0	0	0	0
LINC00240	chr6	26956932	27059749	+	102818	2	0	2	7	2	0
ENSG00000272312	chr6	27001208	27001648	-	441	0	0	0	0	0	0
ENSG00000287966	chr6	27018935	27020310	-	1376	0	0	0	0	2	0
VN1R12P	chr6	27033435	27034310	-	876	0	0	0	0	0	0
VN1R13P	chr6	27060365	27061249	-	885	0	0	0	0	0	0
VN1R11P	chr6	27083280	27084147	+	868	0	0	0	0	0	0
RNU2-62P	chr6	27109790	27109980	-	191	0	0	0	0	0	0
ENSG00000272468	chr6	27122657	27123221	-	565	6	0	0	4	4	0
H2BC11	chr6	27125897	27132795	-	6899	30	10	8	13	4	2
H2AC11	chr6	27133043	27133535	+	493	11	4	13	7	4	2
ENSG00000290032	chr6	27138293	27138540	-	248	172	119	192	163	87	17
H4C9	chr6	27139282	27139678	+	397	2	8	0	6	0	0
H2BC12	chr6	27146361	27146855	-	495	242	161	151	210	162	22
H2AC12	chr6	27147106	27147562	+	457	1	0	0	0	0	0
MIR3143	chr6	27147626	27147688	+	63	0	0	0	0	0	0
ENSG00000290009	chr6	27178342	27178869	+	528	0	0	0	0	0	0
RPL10P2	chr6	27211244	27211913	+	670	0	0	0	0	0	0
PRSS16	chr6	27247701	27256624	+	8924	10	10	4	8	4	6
ENSG00000270935	chr6	27268113	27269229	+	1117	0	0	0	0	0	0
POM121L2	chr6	27285903	27312273	-	26371	0	0	0	0	0	0
VN1R10P	chr6	27324894	27325768	+	875	0	0	0	0	0	0
ZNF204P	chr6	27356451	27375277	-	18827	803	326	408	396	172	32
ZNF391	chr6	27374615	27403908	+	29294	484	230	363	307	287	60
ENSG00000271755	chr6	27404010	27406964	-	2955	6	16	2	2	7	0
MCFD2P1	chr6	27407697	27407996	+	300	2	4	4	2	2	2
ZNF184	chr6	27450743	27473118	-	22376	939	668	722	712	653	178
ENSG00000285849	chr6	27454568	27457575	+	3008	94	61	65	83	64	28
ENSG00000286652	chr6	27473194	27494436	+	21243	91	32	66	26	26	16
ENSG00000285703	chr6	27491422	27519435	-	28014	33	12	16	6	4	2
ENSG00000278332	chr6	27510501	27510694	+	194	0	0	0	0	0	0
ENSG00000270666	chr6	27515039	27515274	-	236	0	0	0	0	0	0
HNRNPA1P1	chr6	27523076	27524339	+	1264	0	2	0	0	2	0
CD83P1	chr6	27560822	27561744	-	923	0	0	0	0	0	0
RNU6-471P	chr6	27596412	27596517	+	106	0	0	0	0	0	0
RPL8P1	chr6	27652602	27652825	-	224	0	0	0	0	0	0
ENSG00000287674	chr6	27679971	27680555	-	585	0	0	0	0	0	0
LINC01012	chr6	27694026	27713706	+	19681	112	93	56	74	90	18
GPR89P	chr6	27737000	27738494	-	1495	0	0	0	2	4	0
ENSG00000287252	chr6	27757416	27763269	+	5854	352	170	136	148	68	14
RSL24D1P1	chr6	27780619	27781111	-	493	0	12	4	0	4	0
H4C10P	chr6	27807075	27807339	+	265	0	0	0	0	0	0
H2BC13	chr6	27807479	27807929	-	451	6	2	0	4	0	0
H2AC13	chr6	27808173	27808667	+	495	0	0	0	0	0	0
H3C10	chr6	27810051	27811300	+	1250	18	2	4	8	2	2
H2AC14	chr6	27814302	27814777	-	476	0	0	0	0	0	0
H2BC14	chr6	27815022	27815489	+	468	0	0	0	0	0	0
H4C11	chr6	27824092	27824480	+	389	0	2	0	0	0	2
H4C12	chr6	27831174	27831560	-	387	2	0	2	0	2	0
H2AC15	chr6	27837880	27838375	-	496	2	2	0	4	0	0
H2BC15	chr6	27838545	27855709	+	17165	32	10	22	42	4	2
H2BC16P	chr6	27864062	27864401	-	340	0	0	0	0	0	0
H2AC16	chr6	27865317	27865798	+	482	0	0	0	0	0	0
H1-5	chr6	27866792	27867588	-	797	0	0	0	0	0	0
H3C11	chr6	27871845	27872346	-	502	0	0	0	0	0	0
H4C13	chr6	27873148	27873534	-	387	0	0	0	2	0	0
H3C12	chr6	27890315	27893106	-	2792	0	2	0	2	0	0
H2AC17	chr6	27892699	27893185	-	487	0	2	0	2	0	0
H2BC17	chr6	27893425	27893891	+	467	0	0	0	0	0	0
RNU7-26P	chr6	27897504	27897566	-	63	0	0	0	0	0	0
OR2B2	chr6	27911185	27912396	-	1212	0	0	0	0	0	0
OR2W6P	chr6	27937465	27938403	+	939	0	0	0	0	0	0
OR2B6	chr6	27957241	27958182	+	942	0	0	0	2	0	0
RPLP2P1	chr6	27965175	27965514	+	340	0	0	0	0	0	0
OR2W4P	chr6	27977150	27978075	+	926	0	0	0	0	0	0
IQCB2P	chr6	28010723	28012355	+	1633	0	0	0	0	0	0
ZSCAN16-AS1	chr6	28015122	28137313	-	122192	798	458	522	492	488	124
OR2W2P	chr6	28033947	28034855	+	909	0	0	0	0	2	0
OR2B7P	chr6	28046434	28047367	+	934	0	0	0	0	0	0
OR2B8P	chr6	28053228	28054165	-	938	0	0	0	0	0	0
OR1F12P	chr6	28073316	28074233	+	918	2	0	0	0	0	0
ENSG00000272009	chr6	28078792	28081130	-	2339	27	30	19	20	35	4
ZNF165	chr6	28080568	28089563	+	8996	81	92	17	42	98	18
ZSCAN12P1	chr6	28091137	28093664	+	2528	18	8	12	11	27	4
ZSCAN16	chr6	28107689	28130082	+	22394	589	286	387	350	294	77
ZNF602P	chr6	28107748	28117139	+	9392	16	4	16	8	0	0
ENSG00000261839	chr6	28136849	28139678	+	2830	11	1	2	6	10	2
ZKSCAN8	chr6	28141883	28159460	+	17578	4201	2419	2977	2722	2062	506
ZKSCAN8P1	chr6	28161769	28169594	+	7826	42	34	60	42	40	6
ENSG00000280107	chr6	28170845	28172521	+	1677	14	0	6	2	2	0
ZNF603P	chr6	28176188	28176674	+	487	2	0	1	0	0	0
ZKSCAN8P2	chr6	28188050	28189432	+	1383	0	0	0	0	0	0
TOB2P1	chr6	28217643	28218634	-	992	0	0	0	0	0	0
ZSCAN9	chr6	28224886	28233487	+	8602	18	28	6	16	18	16
ZKSCAN4	chr6	28241697	28252269	-	10573	638	387	330	411	312	70
NKAPL	chr6	28259297	28260958	+	1662	18	10	4	4	2	4
ZSCAN26	chr6	28267058	28278224	+	11167	824	472	564	462	372	76
ENSG00000276302	chr6	28267121	28281580	+	14460	838	482	570	466	376	78
PGBD1	chr6	28281572	28302549	+	20978	61	66	56	36	162	18
ENSG00000273712	chr6	28315613	28315883	-	271	0	0	0	0	0	0
SMIM15P2	chr6	28319660	28319852	-	193	0	0	0	0	0	0
ZSCAN31	chr6	28324693	28356271	-	31579	97	114	34	69	139	16
ENSG00000289467	chr6	28335662	28335828	+	167	1	0	0	0	0	0
ENSG00000290051	chr6	28335995	28337030	+	1036	3	8	0	0	5	1
ZKSCAN3	chr6	28349947	28369172	+	19226	507	178	266	283	247	24
ZSCAN12	chr6	28378955	28399747	-	20793	1030	717	776	707	580	202
RNU2-45P	chr6	28410270	28410456	+	187	0	0	0	0	0	0
ZSCAN23	chr6	28431930	28443502	-	11573	85	30	117	104	64	9
COX11P1	chr6	28446973	28447807	+	835	2	4	0	0	0	0
OR2E1P	chr6	28455648	28456141	-	494	0	0	0	0	0	0
ENSG00000287804	chr6	28476650	28489505	-	12856	10	6	16	14	6	2
ENSG00000286819	chr6	28489579	28491661	+	2083	6	0	0	2	1	0
GPX6	chr6	28503296	28528215	-	24920	0	0	0	0	0	0
GPX5	chr6	28525881	28534955	+	9075	0	0	0	0	0	0
ZBED9	chr6	28570535	28616212	-	45678	106	66	82	126	162	22
ZBED9-AS1	chr6	28587378	28591747	+	4370	0	0	0	0	0	0
ENSG00000271440	chr6	28633381	28633594	-	214	0	0	0	0	0	0
ENSG00000287279	chr6	28634861	28649538	+	14678	0	1	1	0	0	0
LINC00533	chr6	28648286	28649066	-	781	0	0	0	0	0	0
RPSAP2	chr6	28732017	28732904	+	888	0	1	0	0	0	0
NOP56P1	chr6	28783633	28784004	-	372	0	0	12	0	4	0
ENSG00000225173	chr6	28837240	28839058	-	1819	2	4	0	0	0	0
LINC01623	chr6	28859625	28864630	-	5006	6	0	2	0	0	0
RPL13P	chr6	28861416	28862047	+	632	0	0	0	0	0	0
ZNF90P2	chr6	28888832	28889906	-	1075	0	0	0	0	0	0
HCG14	chr6	28896530	28897322	+	793	2	0	0	4	0	0
TRIM27	chr6	28903002	28923988	-	20987	3501	2904	1812	2474	2382	524
RNU6-930P	chr6	28915645	28915744	+	100	5	0	1	0	0	0
LINC01556	chr6	28943877	28944537	+	661	2	0	2	0	0	0
KRT18P1	chr6	28969130	28970460	-	1331	0	0	0	0	0	0
RN7SL471P	chr6	28977475	28977773	+	299	0	0	0	0	0	0
HCG15	chr6	28986203	28987484	+	1282	0	0	0	0	0	0
ENSG00000244349	chr6	28986800	28988536	+	1737	0	0	0	0	0	0
ZNF311	chr6	28994785	29005316	-	10532	60	26	44	58	47	8
OR2AD1P	chr6	29026680	29027607	-	928	0	0	0	0	0	0
OR2W1-AS1	chr6	29036021	29076524	+	40504	3	2	0	0	0	0
OR2W1	chr6	29044213	29045175	-	963	0	0	0	0	0	0
OR2P1P	chr6	29071824	29072599	-	776	0	0	0	0	0	0
SAR1AP1	chr6	29076573	29077168	-	596	0	0	0	0	0	0
OR2B3	chr6	29086208	29087313	-	1106	0	0	0	0	0	0
OR2J1	chr6	29099490	29102701	+	3212	0	0	0	0	0	0
OR2J3	chr6	29108058	29114770	+	6713	0	0	0	0	0	0
ENSG00000227206	chr6	29124210	29128908	+	4699	0	0	0	0	0	0
ENSG00000203492	chr6	29137410	29142934	-	5525	0	0	0	0	0	0
ENSG00000284656	chr6	29162475	29166201	-	3727	0	2	0	0	0	0
OR2J2	chr6	29170907	29175811	+	4905	0	0	0	0	0	0
OR2J4P	chr6	29181510	29182445	+	936	0	0	0	0	0	0
OR2H4P	chr6	29212886	29216933	+	4048	0	0	0	0	0	0
LINC03003	chr6	29223973	29292963	+	68991	3	0	0	0	0	0
OR2G1P	chr6	29229227	29230157	-	931	0	0	0	0	0	0
OR2U1P	chr6	29262703	29264079	-	1377	0	0	0	0	0	0
OR2U2P	chr6	29268462	29269421	-	960	0	0	0	0	0	0
OR14J1	chr6	29301701	29313017	+	11317	0	0	0	0	0	0
DDX6P1	chr6	29329626	29331061	-	1436	0	0	0	0	0	0
OR5V1	chr6	29353749	29431967	-	78219	0	0	0	0	0	0
OR12D3	chr6	29373423	29375291	-	1869	0	0	0	0	0	0
OR12D2	chr6	29395631	29398008	+	2378	0	0	0	0	0	0
OR12D1	chr6	29414928	29418905	+	3978	0	0	0	0	0	0
OR11A1	chr6	29425504	29457071	-	31568	0	0	0	0	0	0
OR10C1	chr6	29439306	29440977	+	1672	0	0	0	0	0	0
ENSG00000277881	chr6	29450210	29450558	+	349	0	0	0	0	0	0
OR2H1	chr6	29457155	29464328	+	7174	0	0	0	1	0	0
UBDP1	chr6	29464596	29469806	-	5211	0	0	0	0	0	0
MAS1LP1	chr6	29475025	29476071	-	1047	0	0	0	0	0	0
ENSG00000289203	chr6	29485157	29494160	-	9004	0	0	0	0	0	0
MAS1L	chr6	29486697	29487956	-	1260	0	0	0	0	0	0
RPS17P1	chr6	29489271	29489676	-	406	0	0	0	0	0	0
LINC02829	chr6	29497475	29510558	+	13084	0	0	0	0	0	0
LINC01015	chr6	29528721	29533665	+	4945	0	0	0	0	0	0
GPR53P	chr6	29537704	29538787	-	1084	0	0	0	0	0	0
OR2I1P	chr6	29550407	29557773	+	7367	2	8	6	2	2	0
UBD	chr6	29555515	29559732	-	4218	2	6	0	2	2	0
GABBR1	chr6	29555629	29633976	-	78348	422	284	316	269	100	36
OR2H5P	chr6	29573909	29574836	+	928	0	0	0	0	0	0
TMEM183AP1	chr6	29577459	29577748	+	290	0	0	0	0	0	0
SNORD32B	chr6	29582249	29582332	+	84	0	0	0	0	0	0
RPL13AP	chr6	29582508	29583025	+	518	0	0	0	0	0	0
OR2H2	chr6	29585121	29590500	+	5380	0	0	4	0	2	0
SUMO2P1	chr6	29636060	29636343	-	284	8	14	18	8	9	2
MOG	chr6	29657002	29672372	+	15371	4	4	0	0	1	0
ZFP57	chr6	29672483	29681155	-	8673	78	110	0	2	0	0
ZDHHC20P1	chr6	29708125	29708547	-	423	0	0	4	0	0	0
HLA-F	chr6	29722775	29738528	+	15754	8182	5840	3926	4286	3138	799
ENSG00000225864	chr6	29722981	29723971	-	991	2086	1847	1142	969	628	173
HLA-F-AS1	chr6	29726601	29749049	-	22449	1025	454	558	478	309	83
RPL23AP1	chr6	29726669	29727139	-	471	111	72	52	67	29	13
MICE	chr6	29741731	29748969	-	7239	154	61	93	75	68	16
HCG9P5	chr6	29748289	29748513	+	225	3	2	0	3	2	0
IFITM4P	chr6	29750729	29751148	-	420	2	0	4	6	2	0
ENSG00000272236	chr6	29751965	29752207	-	243	2	0	0	0	0	0
ENSG00000285761	chr6	29752573	29763295	+	10723	32	10	10	19	6	4
ENSG00000270896	chr6	29763258	29763392	-	135	0	0	7	0	0	0
HLA-V	chr6	29790954	29797811	+	6858	302	267	152	75	63	29
HCG4	chr6	29791753	29792750	-	998	106	87	46	65	55	20
HLA-P	chr6	29800415	29802425	+	2011	1	2	1	1	1	2
RPL7AP7	chr6	29803195	29803991	-	797	0	2	0	1	2	0
MICG	chr6	29812565	29812696	-	132	0	0	0	0	0	0
HLA-G	chr6	29826967	29831125	+	4159	878	751	551	895	874	204
HCG4P8	chr6	29827385	29828364	-	980	139	161	21	58	55	2
ENSG00000285799	chr6	29849550	29885615	-	36066	137	58	104	61	25	4
HCP5B	chr6	29871895	29873783	-	1889	5	7	2	2	0	0
ENSG00000230521	chr6	29887294	29888268	-	975	380	333	137	1082	881	25
HLA-H	chr6	29887752	29890482	+	2731	2915	2644	985	2714	2511	307
HLA-T	chr6	29896654	29897786	+	1133	2	3	13	3	6	1
DDX39BP1	chr6	29906543	29906909	+	367	0	0	0	2	0	0
MCCD1P1	chr6	29907783	29908645	-	863	2	0	0	0	2	2
HCG4B	chr6	29925983	29926973	-	991	97	91	32	27	24	18
HLA-K	chr6	29926459	29929232	+	2774	189	166	210	247	224	93
HLA-U	chr6	29934101	29934286	+	186	267	303	2	73	49	4
HLA-A	chr6	29941260	29945884	+	4625	55974	50217	38811	46526	46805	10704
ENSG00000227766	chr6	29942075	29943067	-	993	11078	13719	7998	8926	8233	2231
HLA-W	chr6	29956596	29958570	+	1975	67	28	12	63	61	1
MICD	chr6	29970801	29972464	-	1664	11	4	0	2	1	3
HCG9	chr6	29975112	29978410	+	3299	32	6	4	4	2	0
ZNRD1ASP	chr6	29976042	30061640	-	85599	1839	1270	832	1093	1004	177
